0.0,1272.7,54.9,1071.1,852.2,870.8,1963.1,315.5,441.5,1070.0,226.1,179.8,171.4,850.2,20.5,1666.6,2267.8,1367.8,1067.8,2208.5,1438.2,986.5,1096.2,1849.6,22.0,504.6,1215.9,179.9,1723.2
1298.9,0.0,1244.0,488.2,1714.7,2172.3,690.4,1178.0,1450.0,900.1,1651.3,1478.7,1226.4,1712.7,1319.4,2968.2,3130.3,691.2,898.0,1162.5,2300.7,1849.0,1958.7,3151.2,1320.9,1007.8,539.2,1478.8,2585.8
54.9,1217.8,0.0,1016.2,797.3,925.7,1908.2,260.6,364.8,1015.1,281.0,234.7,116.5,795.3,75.4,1721.5,2212.9,1312.9,1012.9,2153.6,1383.3,931.6,1041.3,1904.5,76.9,449.7,1161.0,234.8,1668.3
1136.2,433.3,1081.3,0.0,1552.0,2009.6,1123.8,1015.3,1287.3,737.4,1488.6,1316.0,1063.7,1550.0,1156.7,2805.5,2967.6,528.5,735.3,1369.1,2138.0,1686.3,1796.1,2988.5,1158.2,845.2,376.5,1316.1,2423.1
821.4,1717.9,766.5,1516.3,0.0,852.6,2408.3,760.7,538.6,1515.2,402.7,597.3,748.9,2.0,841.9,1648.5,1619.1,1813.0,1513.0,2653.6,789.5,190.6,447.5,1831.5,843.4,949.8,1661.0,597.4,1074.5
870.8,2175.4,925.7,1973.9,852.6,0.0,1445.4,1218.3,834.7,1212.1,643.2,842.0,988.4,854.6,850.3,795.8,2676.5,2270.6,1214.2,3111.2,1846.8,1043.3,1504.9,978.9,848.8,1407.4,2118.6,842.1,2131.9
1989.3,690.4,1934.4,1178.7,2405.2,1445.4,0.0,1868.5,2140.4,647.6,2341.8,2169.2,1916.8,2403.2,2009.9,2241.3,3820.8,1381.6,649.7,1853.0,2991.1,2539.5,2649.2,2424.3,2011.4,1698.3,1229.6,2169.3,3276.2
307.0,1203.4,252.1,1001.8,686.5,1144.0,1893.9,0.0,421.7,1000.7,623.1,486.8,234.5,684.5,327.5,1939.9,2102.1,1298.6,998.6,2139.2,1272.4,820.8,930.5,2122.9,329.0,435.4,1146.6,486.9,1557.5
325.1,1353.9,270.2,1152.3,933.4,1041.1,2044.3,396.7,0.0,1151.2,397.0,505.0,153.7,931.4,345.6,1836.9,2349.0,1449.1,1149.1,2289.7,1519.4,1067.7,1177.4,2019.9,347.1,585.8,1297.1,505.1,1804.5
1103.0,907.0,1048.1,705.4,1518.9,1212.1,647.6,982.2,1254.1,0.0,1455.5,1282.9,1030.5,1516.9,1123.5,2007.9,2934.5,1002.1,2.1,1842.7,2104.8,1653.2,1762.9,2191.0,1125.0,812.0,850.1,1283.0,2389.9
226.1,1725.5,281.0,1523.9,402.7,643.2,2416.0,768.4,384.8,1522.8,0.0,197.3,368.4,404.7,205.6,1439.1,2226.5,1820.7,1520.7,2661.3,1396.9,593.4,1055.0,1622.1,204.1,957.5,1668.7,197.4,1682.0
179.8,1452.5,234.7,1250.9,597.3,842.0,2142.9,495.3,412.7,1249.8,197.3,0.0,351.2,599.3,159.3,1637.8,2254.5,1547.7,1247.7,2388.3,1424.8,973.1,1082.9,1820.9,157.8,684.4,1395.7,-0.1,1709.9
171.4,1200.2,116.5,998.6,779.7,1237.3,1890.6,243.0,515.0,997.5,397.5,351.2,0.0,777.7,191.9,2033.1,2195.3,1295.3,995.3,2135.9,1365.7,914.0,1023.7,2216.2,193.4,432.1,1143.3,351.3,1650.7
819.4,1715.9,764.5,1514.3,2.0,854.6,2406.3,758.7,536.6,1513.2,404.7,599.3,746.9,0.0,839.9,1650.5,1617.1,1811.0,1511.0,2651.6,787.5,188.6,445.5,1833.5,841.4,947.8,1659.0,599.4,1072.5
20.5,1293.2,75.4,1091.6,872.7,850.3,1983.6,336.0,421.0,1090.5,205.6,159.3,191.9,870.7,0.0,1646.1,2288.3,1388.3,1088.3,2229.0,1458.7,1007.0,1116.7,1829.1,1.5,525.1,1236.4,159.4,1743.7
1666.6,2971.3,1721.5,2769.7,1648.5,795.8,2241.3,2014.1,1630.6,2007.9,1439.1,1637.8,1784.3,1650.5,1646.1,0.0,3472.3,3066.5,2010.1,3907.1,2642.7,1839.1,2300.7,330.3,1644.6,2203.2,2914.5,1637.9,2927.7
2356.6,3253.0,2301.7,3051.4,1738.7,2796.0,3943.5,2295.9,2073.7,3050.3,2275.0,2374.0,2284.1,1736.7,2377.1,3591.9,0.0,3348.2,3048.2,5046.6,1192.6,1873.0,1426.6,3774.9,2378.6,2485.0,3196.2,2374.1,664.1
1341.3,732.3,1286.4,530.7,1757.2,2214.8,1422.7,1220.5,1492.4,942.6,1693.8,1521.2,1268.8,1755.2,1361.8,3010.6,3172.8,0.0,940.4,470.8,2343.1,1891.5,2001.2,3193.6,1363.3,1050.3,400.5,1521.3,2628.2
1100.9,904.8,1046.0,703.2,1516.7,1214.2,649.7,980.0,1252.0,2.1,1453.3,1280.7,1028.4,1514.7,1121.4,2010.1,2932.3,1000.0,0.0,1840.6,2102.7,1651.0,1760.8,2193.1,1122.9,809.9,848.0,1280.8,2387.8
2078.3,1006.1,2023.4,1267.6,2494.1,2951.7,1696.6,1957.4,2229.4,1679.5,2430.7,2258.1,2005.8,2492.1,2098.8,3747.6,3909.7,470.8,1677.4,0.0,3080.1,2628.4,2738.2,3930.6,2100.3,1787.3,712.1,2258.2,3365.2
1318.1,2214.5,1263.2,2012.9,700.2,1757.5,2905.0,1257.4,1035.2,2011.8,1236.6,1335.5,1245.6,698.2,1338.6,2553.4,1074.3,2309.7,2009.7,3150.3,0.0,834.5,388.1,2736.4,1340.1,1446.5,2157.7,1335.6,529.7
955.7,1852.2,900.8,1650.6,190.6,1043.3,2542.6,895.0,672.8,1649.5,593.4,973.1,883.2,188.6,976.2,1839.1,1753.4,1947.3,1647.3,2787.9,923.8,0.0,581.8,2022.2,977.7,1084.1,1795.3,973.3,1208.8
1065.4,1961.9,1010.5,1760.3,447.5,1504.9,2652.3,1004.7,782.6,1759.2,983.9,1082.9,992.9,445.5,1085.9,2300.7,1307.0,2057.0,1757.0,2897.7,477.4,581.8,0.0,2483.8,1087.4,1193.8,1905.1,1083.0,762.5
1849.6,3154.3,1904.5,2952.7,1831.5,978.9,2424.3,2197.1,1813.6,2191.0,1622.1,1820.9,1967.3,1833.5,1829.1,330.3,3655.3,3249.5,2193.1,4090.1,2825.7,2022.2,2483.8,0.0,1827.6,2386.3,3097.5,1821.0,3110.8
22.0,1294.7,76.9,1093.1,874.2,848.8,1985.1,337.5,419.5,1092.0,204.1,157.8,193.4,872.2,1.5,1644.6,2289.8,1389.8,1089.8,2230.5,1460.2,1008.5,1118.2,1827.6,0.0,526.6,1237.9,157.9,1745.2
537.7,1014.7,482.8,813.1,953.5,1411.1,1705.1,416.8,688.8,812.0,890.1,717.5,465.2,951.5,558.2,2206.9,2369.1,1109.8,809.9,1950.5,1539.5,1087.8,1197.5,2390.0,559.7,0.0,957.9,717.6,1824.6
1189.4,580.3,1134.5,378.7,1605.2,2062.8,1270.7,1068.5,1340.4,790.6,1541.8,1369.2,1116.8,1603.2,1209.9,2858.6,3020.8,451.1,788.4,712.1,2191.1,1739.5,1849.2,3041.6,1211.4,898.3,0.0,1369.3,2476.2
179.9,1452.6,234.8,1251.0,597.4,842.1,2143.1,495.4,412.8,1249.9,197.4,-0.1,351.3,599.4,159.4,1637.9,2254.6,1547.8,1247.8,2388.4,1424.9,973.3,1083.0,1821.0,157.9,684.6,1395.8,0.0,1710.0
1692.5,2588.9,1637.5,2387.3,1074.5,2131.9,3279.3,1631.7,1409.6,2386.2,1610.9,1709.9,1619.9,1072.5,1713.0,2927.7,664.1,2684.1,2384.1,3524.7,528.5,1208.8,762.5,3110.8,1714.5,1820.8,2532.1,1710.0,0.0
